id,name,count
11271,"Reforne, St George's Church",1
11272,"Gedney, St Mary Magdalen's Church",1
11273,Llangloffan,1
11274,"Liverpool, St Nicholas's Church",1
11275,"North Grimston, St Nicholas's Church",1
11276,Saskia,1
11277,"Limehouse, St Anne's Church",2
11278,Tecla,1
11279,Julie,1
11280,"Stoke Newington, St Matthias's Church",1
11281,"Westminster, St James the Less's Church",1
11282,Besse,1
11283,Creysse,1
11284,Floirac,1
11285,Garn Fawr,1
11286,"nursery rhyme, 'What Are Little Girls Made Of?'",2
11287,"Horham, St Mary's Church",1
11288,Mosnac,1
11289,"Venice, Palazzo Pesaro",2
11290,"Castle Ashby, Castle Ashby House",1
11291,Tretio,1
11292,"Vernon, Church of Notre-Dame",1
11293,"France, Charente",2
11294,"Reims, Notre-Dame Cathedral",2
11295,"Epine, Notre-Dame de l'pine Basilica",1
11296,Saint-Amand-de-Coly,1
11297,Saint Raphal,1
11298,Elm Park Gardens,1
11299,"Steen, Jan, painting, 'The Fat and the Lean Kitchen'",1
11305,Leigh-on-Sea,1
11306,"Cox, Ian",1
11308,"Neumann, Bernard",1
11309,"Chaucer, Geoffrey, 'Canterbury Tales: The Knight's Tale'",1
11310,Saint-Robert,1
11311,"Chaucer, Geoffrey, 'Canterbury Tales: The Shipman's Tale'",1
11312,pedestal,7
11314,St Bruno,2
11315,"Mola, Pier Francesco, painting, 'Vision of St Bruno'",2
11316,Fontainebleau - non-specific,4
11317,Sens - non-specific,1
11318,Joigny,2
11319,Auxerre,4
11320,Avallon,5
11321,Saulieu,1
11323,Chalon-Sur-Sane,4
11324,Tournus - non-specific,4
11325,Autun - non-specific,3
11326,Belleville,2
11327,Trvoux,2
11329,Cluses,5
11333,Stonyhurst College,4
11334,"Rome, Trajan's Column",5
11335,Pont Aberglaslyn,2
11336,Yr Eifl,1
11337,Lleyn Peninsula,1
11338,Holyhead Mountain,2
11339,"Brocklesby, Brocklesby Park",7
11340,River Hodder,2
11341,Pendle Hill,3
11342,Criccieth - non specific,2
11343,"Northampton, All Saints' Church",4
11344,Llyn Cwellyn,7
11346,River Nadder,3
11347,Vale of Clwyd,1
11348,priory,4
11349,"Hay-on-Wye, Hay Castle",2
11350,Hay-on-Wye - non-specific,1
11351,Tretower - non-specific,2
11352,River Clwyd,4
11353,Bromfield,1
11354,River Gwynant,1
11358,"Titian, painting, 'Mistress'",1
11361,"Titian, painting, 'Christ Crowned with Thorns'",3
11362,Lazarus,5
11363,"Giorgione, painting, 'Concert Champtre'",3
11364,"Rembrandt, painting, 'Good Samaritan'",2
11365,Susanna,4
11367,"Domenichino, painting, 'Hercules and Cacus'",2
11368,"Domenichino, painting, 'Hercules and Achelous'",2
11370,Water of Leith,12
11371,"Edinburgh, St Anthony's Chapel",9
11372,"Burnley, Towneley Hall",2
11373,Salisbury Crags,2
11374,Arthur's Seat,9
11376,"Edinburgh, Dean Village",10
11377,"Wells, Bishop's Palace",1
11378,"Wells, Chain Gate",4
11379,Cowbridge,1
11380,"Penllyn, Penllyn Castle",1
11381,"Llanblethian, Llanblethian Castle",1
11382,Margam - non-specific,1
11383,Swansea Bay,1
11384,"Neath, Neath Abbey",1
11385,Milford Haven,1
11386,"Roslin, Roslin Chapel",9
11387,River North Esk,2
11388,"Helmsley, Helmsley Castle",12
11389,River Esk,7
11390,"Whitby, St Mary's Church",1
11391,Cleveland Hills,1
11392,"Durham, Prebends' Bridge",7
11393,"Durham, Framwellgate Bridge",6
11394,"Morpeth, Morpeth Castle",9
11395,Brinkburn Priory,3
11396,Weldon Bridge,1
11397,Norham - non-specific,7
11399,"Newcastle upon Tyne, St Nicholas's Cathedral",1
11400,"Newcastle upon Tyne, Castle Keep",1
11401,Roslin - non specific,2
11402,Tantallon Castle,33
11403,hallway,26
11405,conservatory,2
11406,North Berwick,8
11407,Twizel Castle,2
11408,River Till,1
11409,"Cockburnspath, Pease Bridge",4
11410,Fast Castle,12
11412,"Louis XVIII, King of France",1
11413,"Soho, Golden Square",1
11414,"Northampton, St Sepulchre's Church",2
11415,Michelangelo,2
11416,"d'Avity, Pierre",1
11417,kennel,1
11418,"Buckingham, Katherine, Marchioness of",1
11419,Guercino,1
11420,Tilbury - non-specific,3
11421,"Scott, Walter, Sir, 'Rob Roy'",2
11422,"Dryden, John, 'The Flower and the Leaf'",1
11423,"Johnson, Samuel, 'The History of Rasselas, Prince of Abissinia'",1
11424,"Ritson, Joseph, 'The Caledonian Muse'",2
11425,tunic,13
11426,"royalty: Victoria, accession, 20 Jun 1837",2
11427,"Granby, John Manners, Marquis of",1
11428,"magazine, 'The Sentimental Magazine'",1
11429,"Westminster, New Palace Yard",1
11431,"Spanish Armada, 1588",1
11432,"politics: Long Parliament, dissolution, 20 Apr 1653",1
11433,mace,2
11434,"politics: Oliver Cromwell, refusing crown, 1657",1
11435,Four Cardinal Virtues,1
11436,"royalty: George III, Golden Jubilee, 1810",1
11437,mermaid,10
11438,goddess,8
11441,Southill,1
11442,Enniskerry,1
11443,Wolverhampton,2
11444,Ossian,4
11445,"Brant, Isabella",1
11446,"Rubens, Peter Paul, drawing, 'Isabella Brant'",1
11448,"Southwell, Southwell Minster",2
11449,Crowland - non-specific,1
11450,"Nottingham, Wollaton Hall",2
11451,petticoat,4
11452,"Hardingstone, Eleanor Cross",1
11453,North Queensferry,10
11454,Queensferry - non-specific,3
11455,"Rosyth, Rosyth Castle",9
11457,St Cecilia,1
11458,"Linlithgow, St Michael's Church",25
11459,"Edward V, King",2
11460,"Bowyer, Robert, 'History of England'",2
11461,Don Quixote,16
11462,Dumbarton Rock,16
11463,trophy,1
11464,Robinson Crusoe,1
11465,"Defoe, Daniel, 'Robinson Crusoe'",2
11466,Glasgow - non-specific,20
11467,Gulliver,1
11468,"Swift, Jonathan, 'Gulliver's Travels'",2
11469,Dumbarton - non-specific,4
11470,Dunglass Castle,4
11471,"Ariccia, Santa Maria Dell'Assunzione",7
11473,Harrow,1
11474,"Rupert, Prince",1
11475,"York, James, Duke of",1
11476,Channel Islands,50
11477,"Buckden, St Mary's Church",1
11478,Llanidloes,1
11479,"Rhuddlan, Rhuddlan Castle",3
11480,Inversnaid,3
11481,hull,77
11482,"Salisbury, St Thomas's Church",2
11483,"Rimini, Bridge of Augustus",5
11484,"Rome, Aqueduct of Nero",2
11485,"Rome, Circus Maximus",1
11486,Bothwell - non-specific,1
11487,"Malmesbury, St Paul's Church",4
11488,tank,1
11489,"Abergavenny, Abergavenny  Castle",2
11490,"Lacock, Lacock Abbey",7
11491,White Castle,2
11492,"Aberystwyth, Aberystwyth Castle",6
11493,Llanhaden - non-specific,1
11495,gravestone / tomb,220
11496,tomb,97
11497,Woodhenge,1
11498,marquee,3
11499,Dunderave Castle,1
11500,"Raphael, painting, 'Death of Ananias'",1
11501,Ananias,1
11502,convent,3
11503,Chepstow - non-specific,4
11504,Brecon - non-specific,3
11505,Spiez,2
11506,"1 Samuel, chapter 17",5
11508,"Jeremiah, chapter 25",7
11509,"Tretower, Tretower Castle",4
11510,Brecon Beacons,5
11511,Carreg Cennen Castle,12
11512,Trapp,1
11513,Grosmont Castle,1
11514,River Cennen,1
11515,Llandeilo,3
11516,Schreckhorn,1
11517,Bristenstock,2
11518,Oberhofen,2
11519,"Maratti, Carlo",1
11520,cultural decline - sunset,1
11523,"politics: House of Orange, decline, early 19th c.",1
11524,"Raphael, fresco, 'Council of the Gods'",1
11525,"science, Galileo",5
11526,High Renaissance - Raphael,1
11527,Milan - non-specific,6
11529,Kendal - non-specific,4
11530,Carlisle - non specific,14
11531,"Harwarden, Harwarden Castle",6
11532,"Beeston, Beeston Castle",10
11533,Coniston Old Man,7
11534,Ulverston,2
11535,Levens Estuary,3
11536,Bunbury,1
11537,Nantwich,1
11538,River Weaver,1
11540,Dallam Tower,1
11541,"Foot, Michael",1
11542,Foligno - non-specific,6
11543,"Wedig, Gottfried von, painting, 'Meal by Candlelight'",1
11545,"flag, Denmark",1
11546,"Turin, St Giovanni",2
11547,Sesto,1
11548,Turin - non-specific,11
11549,"Turin, Palazzo Madama",2
11550,"Turin, Piazza Castello",2
11551,"Turin, Castello Reale",1
11552,"Turin, Basilica di Superga",2
11553,Buffalora,2
11554,Laglio,1
11555,Piano,2
11556,Oria,1
11557,Gandria,1
11558,Ponte Tresa,2
11559,Cannero Riviera,1
11560,Baveno,1
11561,Domodossola,1
11562,Nemi,25
11564,Terracina - non-specific,12
11565,Fondi,5
11566,Itri,6
11568,"Chaucer, Geoffrey, 'Canterbury Tales: The Prioress's Tale'",1
11569,Old Sarum,5
11570,"Kirkwall, Cathedral of St Magnus",3
11571,Orkney,14
11572,Nairn,1
11574,Carsluith,1
11575,Shiant Islands,2
11577,Forres,2
11578,Maryport,3
11579,Kyleakin,1
11580,"Mey, Castle of Mey",1
11581,Mevagissey,2
11583,"Manchester, Greater",6
11584,"Isle of Thanet, North Foreland",1
11585,Middleton Dale,1
11587,"Flatford, Willy Lott's House",12
11588,Stanway,2
11589,Mingarry Castle,1
11590,"Exodus, chapter 15",1
11591,Miriam,2
11592,"instrument, cymbal",7
11593,Mistley,1
11594,Montrose,1
11595,animal,15
11596,Isle of Jura,7
11597,Isle of Rhum,1
11598,South Stack,2
11599,Piel Castle,2
11600,hearing aid,3
11601,"Reculver, St Mary's Church",6
11602,Isle of Lewis,2
11603,"Banff, Duff House",1
11604,"Exodus, chapter 3",1
11605,"Exodus, chapter 17",1
11607,"Numbers, chapter 20",1
11608,"Deuteronomy, chapter 34",1
11609,"Exodus, chapter 7",1
11610,Guernsey,17
11611,"Exmouth, Powderham Park",2
11613,barometer,2
11614,"Levett, Robert",1
11615,"Johnson, Samuel - non-specific",1
11616,Kilmartin,1
11617,"Caen, St Sauveur",1
11618,Mountstuart,1
11619,"Walsingham, Walsingham Abbey",1
11620,Peterhead,1
11621,Inch Kenneth,1
11622,"Kirkwall, Earl's Palace",3
11623,Philoctetes,2
11624,"Greece, Lemnos",1
11625,Durness,1
11626,Lemnos,1
11627,Ardrossan,2
11628,Fortrose,1
11629,Isle of Harris,2
11630,Tanera Mhor,1
11631,Ryde,5
11632,Pluscarden Abbey,1
11633,Polkerris,1
11634,Salcombe,2
11635,Porlock,2
11636,Portpatrick,1
11637,Portwrinkle,1
11639,Portloe,1
11640,"Ward, James",1
11641,"Cowper, William",1
11642,Portree,1
11643,"Genesis, chapter 41",2
11644,"Genesis, chapter 47",1
11645,Keiss Castle,1
11646,Belshazzar,2
11647,"Daniel, chapter 5",2
11648,"Genesis, chapter 9",1
11649,"Exodus, chapter 14",1
11650,"Turner, J.M.W., after, print, 'The Shipwreck'",4
11651,"Turner, J.M.W., after, print, 'The Burning Mountain'",1
11652,"Turner, J.M.W., painting",2
11653,"Turner, J.M.W., drawing",1
11654,"Charlotte, Queen",1
11655,Kingswear,5
11656,Kinnairds Head,1
11657,Kirkcudbright,1
11658,Kirkwall - non specific,1
11659,Bergues,1
11660,"Genesis, chapter 8",1
11661,Ark of the Covenant,1
11662,Red Sea,1
11663,Duncansby Stacks,1
11664,Dundee,1
11665,Dungeness,2
11666,"Dunkeld, Dunkeld Cathedral",3
11667,Isle of Sanday,1
11668,Dunollie Castle,5
11669,Dunnottar Castle,1
11670,Flamborough Head,2
11671,Talisker,1
11672,Broadford,1
11673,Dunrobin Castle,2
11674,Loch Crinan,1
11675,Duntrune Castle,1
11676,River Mersey,2
11677,Duntulm Castle,1
11678,Dunvegan Castle,2
11680,Loch Hourn,2
11681,Loch Scavaig,3
11682,Loch Sween,1
11683,Loch Ranza,1
11685,"1 Kings, chapter 17",1
11686,soul - swallow,1
11687,"Masaccio, fresco, 'The Expulsion from Paradise'",1
11688,"Macpherson, James, 'Fingal'",2
11689,Exmouth - non-specific,3
11690,Hampstead Road,1
11691,River Orwell,1
11692,"Scott, Walter, Sir, 'Marmion', 1808",1
11693,"Eliezer of Damascus, 'servant of Abraham'",5
11694,"Genesis, chapter 24",4
11696,Findlater Castle,1
11698,Loch Slapin,1
11699,Isle of Scalpay,4
11700,Sidmouth,7
11701,"Forsyth, William, 'King Sigurd the Crusader'",1
11703,"St Margaret's at Cliffe, St Margaret's Church",2
11704,Ailsa Craig,1
11705,"Dover, St Mary's Church",3
11706,"Walmer, Walmer Castle",11
11707,Portreath,1
11708,Scarfskerry,1
11709,Gairloch,1
11710,Holyhead,1
11711,Mumbles Head,1
11712,Isle of Hoy,3
11714,defacement,178
11715,"Chelsea, Cheyne Walk 119  / 6 Davis Place",1
11716,hope,27
11717,order,35
11718,Torquay,3
11719,Torbay,12
11720,River Great Stour,1
11722,"Kirkwall, Bishop's Palace",1
11723,Chesil Beach,2
11724,"Abbotsbury, St Catherine's Chapel",2
11725,"St Andrews, St Andrews Cathedral",3
11726,Southend-on-Sea - non-specific,4
11727,Solva,1
11728,Unapool,1
11729,Rosehill Park,13
11730,Shanklin,1
11731,Shanklin Chine,1
11732,Portsdown Hill,1
11733,"Wallasey, Seacombe Ferry",1
11734,Wirral,5
11735,Aberystwyth - non-specific,2
11736,Hoylake,1
11737,Bangor,2
11738,Stornoway,1
11740,Gulf of Gaeta,4
11741,"Formia, Tomb of Cicero",4
11742,Formia - non specific,2
11743,Minturnae,2
11744,River Garigliano,3
11746,Calstock,8
11747,Otley - non-specific,8
11748,"Launceston, Launceston Castle",11
11749,"Bologna, Palazzo Publico",2
11750,Cortona,4
11751,Assisi,2
11752,Temple of Jupiter-Clitumnus,7
11753,Ponte Felice,6
11754,Civita Castellana,10
11755,"Rome, Forum, Arch of Septimus Severus",10
11758,Convent of St Cosimato,1
11759,"Licenza, Villa of Horace",1
11760,Velletri,2
11761,Cuma,5
11762,Solfatara,2
11763,Lake Agnano,8
11764,Cava de' Tirreni - non-specific,7
11765,"Naples, Castel Nuovo",14
11766,Colle di Val d'Elsa,1
11767,Volterra,1
11768,"Rome, Villa Farnesina",2
11769,fresco,8
11771,"Naples, Castel Sant'Elmo",26
11772,"Naples, Palazzo Capodimonte",3
11774,Pompeii - non-specific,18
11776,"Pompeii, Street of Tombs",6
11777,"Pompeii, Forum",10
11778,Herculaneum,12
11779,Nocera Inferiore,5
11780,Temple of Apollo,6
11781,"Pozzuoli, Temple of Serapis",2
11782,"Paris, Pont de la Concorde",4
11783,"Paris, Palais Bourbon, Assemble Nationale",4
11787,Pont-de-Beauvoisin,2
11788,Lanslebourg,6
11789,Susa,14
11790,Rocciamelone,1
11791,Dora Baltea valley,1
11792,Termignon,1
11793,Aiguebelle,5
11794,"Paestum, Temple of Athena",5
11795,"Paestum, Temple of Hera",7
11796,"Milan, San Lorenzo",3
11797,Desenzano del Garda,1
11798,Sirmione,1
11799,Verona - non-specific,10
11800,"Verona, Ponte Scaligero",5
11801,"Paestum, The Siren's Gate",1
11802,Brescia - non-specific,1
11803,"Venice, Palazzo Barbarigo",3
11804,"Titian, painting, 'St Peter Martyr'",4
11805,"Venice, Palazzo dei Camerlenghi",2
11806,"Venice, Erberia",1
11808,"Venice, Loggetta",4
11809,"Venice, San Bartolomeo",3
11810,"Venice, Palazzo Vendramin Calergi",1
11811,"Venice, Seminario Patriarcale",1
11813,"Venice, Santa Maria Gloriosa dei Frari",2
11814,"Venice, Palazzo Garzoni",1
11815,"Venice, Palazzo Rezzonico",1
11816,"Venice, Palazzo Giustiniani",2
11817,"Venice, Palazzo Pisani-Moretta",1
11818,"Venice, Fondaco dei Tedeschi",1
11819,"Venice, Chiesa degli Scalzi",1
11820,"Venice, Torre dell'Orologio",5
11821,"Venice, Cannaregio",4
11822,"Venice, San Giobbe",1
11823,"Venice, San Geremia",1
11824,"Venice, Palazzo Labia",1
11825,"Milan, San Ambrogio",1
11826,"'Farnese Bull', sculpture",1
11827,"Albano, Tomb of the Horatii and Curatii",3
11828,Gaeta,5
11829,place of entertainment,65
11830,public and municipal,22
11832,sorrel,3
11833,strawberry,1
11834,marsh mallow,1
11835,"Rome, Palazzo Corsini",3
11836,Shakespeare,1
11837,"Carracci, Annibale, painting, 'Galatea'",1
11838,"Rome, Palazzo Farnese",1
11839,"'Attius Insteius Tertullus', sculpture",1
11840,"Chaucer, Geoffrey, 'Canterbury Tales: Sir Topaz'",1
11841,Kilmory Chapel,1
11842,"Chaucer, Geoffrey, 'Canterbury Tales: The Physician's Tale'",1
11843,"Chaucer, Geoffrey, 'Canterbury Tales: The Pardoner's Tale'",1
11845,silhouette,216
11846,"Chaucer, Geoffrey, 'Canterbury Tales: The Wife of Bath's Tale'",1
11847,"Chaucer, Geoffrey, 'Canterbury Tales: The Summoner's Tale'",1
11848,"Chaucer, Geoffrey, 'Canterbury Tales: The Clerk's Tale'",2
11849,"Chaucer, Geoffrey, 'Canterbury Tales: The Merchant's Tale'",1
11850,"Chaucer, Geoffrey, 'Canterbury Tales: The Squire's Tale'",1
11851,"Chaucer, Geoffrey, 'Canterbury Tales: The Franklin's Tale'",1
11852,"Chaucer, Geoffrey, 'Canterbury Tales: The Second Nun's Tale'",1
11853,telegram,2
11854,"Chaucer, Geoffrey, 'Canterbury Tales: The Manciple's Tale'",1
11855,money box,1
11856,guillemot,1
11858,"Sheffield, Mappin Art Gallery",1
11859,parliament,4
11860,"Duchamp, Marcel/Hamilton, Richard, 'The Large Glass'",2
11861,astronomy,6
11862,screw,1
11863,"Umbrian School, painting",1
11864,Aborigine,9
11865,"Erdrich-Hartmann, Hanna",1
11866,"Hartmann, Jana-Maria",1
11867,"Dessau, Ferdinand-von-Schill-Strasse",1
11868,"Wittenberg, Schlossstrasse",1
11869,"Wittenberg, Castle Church",1
11870,Tokyo - non-specific,2
11871,"Wallis, Henry, painting, 'Chatterton'",1
11872,"Leighton House, Arab Hall",1
11873,death - hovering figure,2
11875,sin - nude woman,3
11876,despair - standing figure,1
11877,"Robertson, Giles",1
11878,public lavatory,2
11879,washbasin,1
11881,Christmas,6
11882,"film: Fleming, Victor, 'The Wizard of Oz'",1
11883,"Berlin, Grosse Hamburger Strasse, Sophienkirche",1
11884,pyjamas,6
11885,paddling pool,1
11886,"Naples, Via Giovanni Tappia",1
11887,dustbin,6
11888,"Weissenfels, Hermannsgarten",1
11890,"Leipzig, Salzmannstrasse",1
11891,Smith family,1
11892,Shimada family,1
11893,Yamaguchi,1
11895,spaghetti,1
11896,"Murakami, Kyoko",1
11897,"Murakami, Tomoharu",1
11898,River Lee Navigation,1
11899,Hackney Marsh,1
11900,"Hackney, Clapton Park, Mandeville Street",1
11901,"Hackney Wick, Trowbridge Estate",3
11902,grain,3
11904,"'Altar of Hercules', sculpture",1
11905,Grottaferrata,1
11906,"Formia, Villa of Cisero",1
11907,"'Belvedere Torso', sculpture",3
11908,"'Sarcophagus of Scipio Barbatus', sculpture",1
11909,Labours of Hercules,12
11910,"'Altar of Augustus', sculpture",1
11911,"'Capitoline Venus', sculpture",1
11912,"Rome, Piazza del Popolo",1
11913,"Naples, Porta Capuana",1
11914,Camaldoli,5
11915,Kew - non-specific,2
11916,lotus,2
11917,briar,5
11918,flag,1
11919,horseradish,1
11920,Rimini - non-specific,8
11921,Osimo,8
11922,"Bologna, Via Rizzoli",2
11923,Barking,1
11924,Walmer - non-specific,2
11925,Recanati,11
11926,Narni - non specific,17
11927,Capo di Conca,1
11929,"Naples, Virgil's Tomb",7
11930,Pianura,1
11931,Culham,1
11932,Clifton Hampden,1
11933,"death: Leo Valentin, 'Birdman', accident, 21 May 1956",1
11934,"dog, deerhound",2
11935,"Chelsea, Cremorne Gardens",2
11936,"Velazquez, Diego, painting, 'Rokeby Venus'",1
11937,dolphin,7
11938,whale,12
11939,Marshfield,1
11940,"death: Daniel Webster, funeral, 29 Oct 1852",1
11941,'Bayeaux Tapestry',1
11942,"Valparaiso, Spanish bombardment, 31 Mar 1866",1
11946,"Rome, Forum, Temple of Saturn",10
11947,"Rome, Forum, Temple of Vespasian",8
11948,"Rome, Forum, Column of Phocas",3
11949,"Rome, Casa dei Crescenzi",1
11950,"Rome, Santa Maria di Loreto",1
11952,"Rome, Ponte Cestio",3
11953,"Rome, Pyramid of Cestius",7
11954,"Rome, Ponte Rotto",8
11955,"Rome, Cloaca Maxima",1
11957,"Rome, Arch of Janus",1
11958,"Rome, San Giorgio in Velabro",1
11959,"Rome, Arcus Argentariorum",1
11960,"Rome, Via Appia Antica",7
11961,"Rome, Tomb of Caecilia Metella",7
11962,"Rome, Aurelian Wall",22
11963,"Rome, Palace of the Caesars",4
11965,"Rome, San Lorenzo in Miranda",2
11967,"Rome, Porta Maggiore",5
11968,"Rome, San Stefano Rotundo",2
11969,"Rome, Porta Appia",1
11970,"Rome, Forum, Temple of Castor and Pollux",10
11971,Samson,4
11972,"disaster: Great Plague, c.1665",1
11973,"Hiroshige, 'Moonlight at Ryogoko'",1
11974,Bude - non specific,6
11976,Plympton - non-specific,1
11977,Penryn,3
11978,St Blazey,2
11979,Grampound,1
11980,Dodman Point,1
11981,time - sun and moon,2
11982,"Tennyson, Alfred, Lord, 'Morte d'Arthur'",1
11983,"Revelation, chapter 19",1
11984,enlightenment - yellow object,1
11985,Athens,1
11986,rosary - necklace,2
11987,mischievousness,2
11989,Bridgwater,1
11990,Dunster - non-specific,3
11991,Old Harry Rocks,1
11992,trunk,8
11993,"ballet: Tchaikovsky, P. I., 'Swan Lake'",1
11994,"Marylebone, Queen Anne Street West 47",2
11995,Dordrecht - non-specific,11
11996,"music: Mendelssohn, Felix, 'Songs Without Words'",1
11997,"Rotherham, All Saints Church",1
11999,Aira Force,1
12000,Castle Crag,2
12001,Scafell Pike,1
12002,Rosthwaite Fell,1
12003,Longthwaite,1
12004,"York, Ouse Bridge",7
12005,"York, St William's Chapel",2
12006,"York, St Mary's Abbey",8
12007,"York, Pavement, Black Horse Inn",1
12008,"York, All Saints Church",1
12009,"York, St Croix's Church",1
12010,"Lancaster, Lune Aqueduct",6
12011,"Coniston, Coniston Old Hall",2
12012,Wetherlam,2
12013,Church Beck Falls,1
12014,Coniston - non-specific,2
12015,Belle Isle,2
12016,Bowness-on-Windermere,1
12017,Fairfield,2
12018,Waterhead,2
12019,Rydal Water,3
12020,Grasmere,3
12021,Brothers Water,3
12022,Brothers Water Inn,1
12023,Place Fell,1
12024,Black Brow,1
12025,Dove Crag,1
12026,"Hartsop, Hartsop Hall",1
12027,Hartsop Dodd,3
12028,Sheffield Pike,4
12030,St Sunday Crag,2
12031,Arnison Crag,1
12032,Elterwater,1
12033,Helm Crag,1
12034,Dunmail Raise,1
12035,St John's Vale,1
12036,Braithwaite,1
12037,Red Pike,1
12038,Buttermere,3
12039,High Stile,1
12040,Honister Pass,1
12041,Walla Crag,1
12042,Falcon Crag,1
12043,St Herbert's Island,1
12044,yard,7
12045,wheelwright,1
12046,Liphook,1
12047,Sinzig,8
12048,Deutz,2
12049,Goldrill Beck,2
12050,Aachen - non-specific,10
12051,Burg Stahleck,10
12052,Schnburg,28
12053,Schloss Stolzenfels,26
12054,Burg Lahneck,29
12055,"Bologna, Bologna Cathedral",1
12056,"Rimini, Arch of Augustus",4
12057,San Marino,2
12058,Kilnsey,2
12059,"Sawley, Sawley Abbey",3
12060,Sawley - non-specific,1
12061,Hareden,3
12063,Mossdale Head,2
12064,Dinefwr Castle,4
12066,River Machno,2
12067,Royal Courts of Justice,1
12068,lemon,1
12070,death - broken-stalked flower,1
12071,Llyn Dinas,1
12073,Swallow Falls,1
12074,"Drer, Albrecht, drawings",1
12075,"Joshua, chapter 6",1
12076,"Wigmore, Wigmore Castle",2
12077,mud,17
12078,peat,1
12079,sand,6
12082,orchard,14
12083,light,94
12084,"weapon, firing / explosion",74
12085,"Vietnam War, 1964-75",7
12087,Covehurst Bay,1
12088,dentist,7
12089,sinner - sheep,3
12090,military defencelessness - sheep,1
12091,studio,6
12092,"Greece, Lesbos",3
12093,soul - dove,1
12094,Langstrath,1
12095,"Oxford, Christ Church Cathedral",2
12096,Peak Cavern,5
12097,Castleton - non-specific,7
12098,"Tynemouth, Tynemouth Castle",1
12099,"Weybridge, Oatlands Park",1
12100,Aberglaslyn Pass,1
12101,Lime Grove,2
12102,"Holywell, St Winefride's Well",2
12103,"Poussin, Nicolas, painting, 'Exposition of Moses'",1
12104,"Poussin, Nicolas, painting, 'Landscape with a Man Killed by a Snake'",1
12105,Sychnant Pass,2
12106,Mynydd Mawr,2
12107,Moel Hebog,3
12108,Moel Eilio,1
12109,Tryfan,1
12110,Mynydd Perfedd,1
12111,Carnedd Dafydd,1
12112,"Revelation, chapter 12",2
12113,"Melton Mowbray, St Mary's Church",1
12114,soul - bride,2
12115,Beulah,2
12116,honey,1
12117,"politics: America, Declaration of Independence, 1776",14
12118,rebirth - phoenix,1
12119,River Thames,2
12120,navigation,2
12122,"Eigg, An Sgurr",1
12123,Standing Stones of Stenness,1
12124,Stromness,1
12125,Sunderland - non-specific,3
12126,Logan Rock,4
12127,rope-making,2
12128,Christian congregation - sheep,2
12129,Passion - red flower,1
12130,soul - bird,3
12131,Flagellation - basket,1
12132,"Hodgkinson, Mary",1
12133,"Humphreys, Nel",1
12134,"Everett, Edwin",1
12135,"St Ledger, H.",1
12136,"Millais, William",1
12137,"Tupper, Alexander",1
12138,"Vinter, John",1
12139,"Millais, John William",1
12141,harpoon,1
12142,Royal Society of Arts,1
12143,"St Andrews, St Rule's Tower",1
12144,Strathnaver,1
12145,River Foss,4
12146,Worthing,3
12147,Circassia,1
12148,"Allan, William, Sir",1
12149,Geddes,1
12150,Fishguard,1
12151,"Royal Tunbridge Wells, Tunbridge Priory",1
12152,Loch Eriboll,1
12153,Wick,1
12154,Wigtown,1
12155,Jacobean,4
12156,Gawthorpe Hall,2
12157,dice,2
12159,"Esther, chapter 6",1
12160,"Pugnani, Gaetano",1
12161,"Dryden, John, 'The Indian Emperor'",1
12163,"Trench, Richard, 'The Lent Jewels'",1
12164,Christmas tree,3
12165,"Eyck, Jan Van, painting, 'The Arnolfini Portrait'",2
12166,"Rubens, Peter Paul, painting, 'A View of Het Steen'",1
12168,"Canaletto, painting, 'The Stonemason's Yard'",1
12169,"Reynolds, Joshua, Sir (after), painting, 'The Infant Samuel'",1
12170,Isle of Man,1
12171,"Titian, painting, 'Bacchus and Ariadne'",4
12172,"Gainsborough, Thomas, painting, 'The Market Cart'",1
12173,"Claude, painting, 'Landscape with David at the Cave of Adullam'",1
12174,"Lawrence, Thomas, painting, 'John Philip Kemble as Hamlet'",1
12175,"Raphael, painting, 'St Catherine of Alexandria'",1
12176,"Titian, workshop of, painting, 'Venus and Adonis'",1
12177,"education: Eton College, Fourth of June celebrations",2
12178,"Cuyp, Aelbert, painting, 'A Hilly River Landscape'",1
12179,"Sebastiano del Piombo, painting, 'The Raising of Lazarus'",1
12180,"Reni, Guido (after), painting, 'Perseus and Andromeda'",1
12181,"Francia, Francesco, painting, 'Piet'",1
12182,"Van Dyck, Anthony, painting, 'Portrait of Cornelis van der Geest",1
12183,"Rembrandt (follower of), painting, ' A Seated Man'",1
12184,"Parmigianino, painting, 'The Madonna and Child with Saints'",1
12185,"Lenin, Vladimir Ilich",2
12186,"Raphael, painting, 'Pope Julius II'",1
12187,"Veronese, painting, 'The Consecration of Saint Nicholas'",3
12188,"Correggio, painting, 'The Madonna of the Basket'",1
12189,"Guercino, painting, 'The Dead Christ Mourned by Two Angels'",1
12190,"Luini, Bernardino, painting, 'Christ Among the Doctors'",1
12191,"Sarto, Andrea del, painting, 'The Madonna and Child...'",1
12192,"Venice, Santa Maria del Carit",1
12193,"Murillo, painting, 'A Peasant Boy Leaning on a Sill'",1
12194,"Correggio, painting, 'Christ Presented to the People (Ecce Homo)",1
12195,"Correggio, painting, 'The School of Love'",1
12196,"Carracci, Annibale, painting, 'Christ Appearing to Saint Peter'",1
12197,"Velde, Willem van de, painting, 'A Dutch Vessel...'",1
